Username,#Post,#Followers,Last_Photo,Phone_1,Phone_2,Phone_3,Biography,Link
vigusclothing,107,"9,877",28-Jun-18,,,3013463471,Tienda Virtual a class hrefexploretagsvigusclothingvigusclothinga   Domicilios gratis en Medellín  Envíos Nacionales   WhatsApp Directo ,api.whatsapp.com/send?phone=573013463471
distribuidor_victoriasecret,503,"2,650",28-Jun-18,3208040113,,,Cuenta principal a classnotranslate hrefbomboshellstorebomboshellstorea Maquillaje al por mayor tenemos los mejores precios  envíos a todo Colombia WA3208040113,No link
bigmediacol,185,"3,614",28-Jun-18,3117854802,,,Administramos sus redes sociales y diseñamos páginas web 100 administrables y vendedoras  Info 3117854802 a class hrefexploretagsredessocialesredessocialesa a class hrefexploretagsdiseñowebdiseñoweba,www.bigmediacolombia.com
wappasonline,"1,032","5,865",29-Jun-18,3164536992,,,  Moda    Accesorios    Belleza    DecoHogar   MED  COL    3164536992   Visita nuestro blog y tienda virtual  ,goo.gl/WofdK5
de_luxe_salon,"1,189","8,060",25-Jun-18,3017237082,,, Estilista Profesional  AGENDA TUCITA  3017237082  EL POBLADOESPECIALISTAEN MECHASCOLOR HAIR ALIZADOS PROGRESIVOSBALAYAGEENVIGADO,No link
aa__amab,14,100,25-Jun-18,3502119292,,,Somos fabricantes                          Ventas al por mayor y al detal Envios a todo el país                               Wpp 350 211 92 92,No link
costumbrenovedosa,8,57,25-Jun-18,,,3103882478,TU TIENDA VIRTUAL Accesorios para Dama y Caballero  Ventas Al Por Mayor Y Al Detal  Envios A Todo Medellin  Garantizado  WhatsApp ,api.whatsapp.com/send?phone=573103882478
labodega_caps,479,"1,017",25-Jun-18,,,3207548735,TODO EN GORRAS ROPA DEPORTIVA Y ACCESORIOS  PERSONALIZAMOS PARA TI  ESTAMPADO BORDADO Y CORTE LASER CRA 49 5134 ITAGUI DIAGONAL A AGAVAL,api.whatsapp.com/send?phone=573207548735
lecoquettepijamas,49,101,25-Jun-18,,,,Marca inspirada en mujeres soñadoras pero sobretodo reales 100   Medellín,No link
malibu_tiendaonline,19,145,25-Jun-18,3044799026,,,Tienda Online  Bienvenids a nuestra página  en la que  podrás encontrar hermosos detalles  Wa 3044799026  Medellín ,No link
personalizadosmn,42,78,25-Jun-18,3044799026,,,Somos una tienda virtual en la que podrás encontrar hermosos detalles personalizados para ti y para quienes más quieres  Wa 3044799026 Medellín ,No link
electric.avenuee,126,"19,698",29-Jun-18,,,,Prendas Urbanas amp Deportivas Para Tenis gt a classnotranslate hrefelectricavenueshoeselectricavenueshoesa Prendas 100 Colombianas Seguridad amp Cumplimiento Más info DM amp Wpp  7am8pm,No link
chefcharleswebb,"1,900","45,554",28-Jun-18,,,,Entrepreneur Chef  Influencer  Ringmaster a classnotranslate hrefringmasterdigitalringmasterdigitala,chefcharleswebb.com
gnesis_moda.medellin,"1,476","2,631",28-Jun-18,3192658629,3126796750,,Hermosas camisetas Punto de fábrica  ventas al mayor y al detal whats 31926586293126796750 CC HUECO No1 Lc 313   Medellin,No link
estefaniamcm,690,"1,083",25-Jun-18,,,,No biography,No link
k5envigado,45,485,29-Jun-18,3155320622,,,La mejor opción de Materiales para Construcción en Envigado Teléfono 444 31 55 WhatsApp 320 622 29 40,www.k5sas.com
mundocolombia_,7,56,24-Jun-18,,,, Tienda de ropa y productos nacionales Envíos a todo el país No te quedes con las ganas Pide en MundoColombia hoy ,No link
tayrona_store,"1,436","72,629",28-Jun-18,3108399995,,,Colombia Tienda Virtual Envíos a nivel nacional Somos Fabricantes WhatsApp  57 3108399995 a class hrefexploretagstayronastoretayronastorea a class hrefexploretagscuadroscuadrosa a class hrefexploretagscojinescojinesa,www.tayronastore.com
sama.store07,"1,059","1,117",27-Jun-18,3507549626,,,Tienda multimarca Tennis y ropa deportiva  Envíos a todo el país   Pedidos al 3507549626 Enlace directo a nuestro whatsapp  ,api.whatsapp.com/send?phone=573507549626
directv_ventas,351,125,27-Jun-18,,,3122203797,a class hrefexploretagsfutbolendirectvfutbolendirectva a class hrefexploretagsfútbolpordirectvfútbolpordirectva a class hrefexploretagsdirectvdirectva Asesoría a un clikc,api.whatsapp.com/send?phone=573122203797&amp;text=Hola%2C+quiero+saber+a+cerca+de+Directv+%F0%9F%93%A1+.++M%C3%AD+nombre+es+
gatikastore,14,138,24-Jun-18,3003685363,,,Tienda virtual Las entregas se hacen a cualquier estación del metro Ventas en Medellín  Todo lo publicado está disponible  WhatsApp 3003685363,No link
sports_massage_medellin,"1,167","6,647",28-Jun-18,3146639180,,,MASAJES RELAJANTES DESCONTRACTURANTES MASAJES DEPORTIVOSDOLORES MUSCULARESESPASMOSLUMBAGO 3146639180PARQUE POBLADO,No link
eraseunavezpv,195,"1,341",27-Jun-18,3188321394,,,Envios a todo Colombia Nueva tienda en Jardin Antioquia Ideas creativas Hecho a mano eraseunavezpvgmailcom Info 318 8321394,No link
proyectosorpresa,76,"1,086",26-Jun-18,3147977755,,,a class hrefexploretagsdiseñamosDiseñamosa y a class hrefexploretagspersonalizamosPersonalizamosa tus a class hrefexploretagsespaciosespaciosa a class hrefexploretagseventoseventosa y a class hrefexploretagsobsequiosobsequiosa  InfoProyectosorpresamedgmailcom   3147977755 MedellínColombia,No link
emporio_accesorios,87,316,28-Jun-18,3175047733,,, Moda urbana Accesorios y Bisutería   Envíos a todo Colombia   Tenemos Catálogo Digital   Whatsapp 3175047733  a class hrefexploretagsemporioaccesoriosemporioaccesoriosa,No link
endulza_lavida,160,224,24-Jun-18,3136504707,,,Endulza la vida con bellos detalles ideales para cualquier momento   Medellin Colombia   313 650 47 07 304 578 02 15,www.facebook.com/Endulzalavida2017
lipoblue_x_medellin,"1,799","83,861",28-Jun-18,3113257070,,,envios todo el pais  Wpp 311 325 70 70 Atención inmediata ,api.whatsapp.com/send?phone=573113257070
candyplanetoficial,24,52,23-Jun-18,3502029270,,,ESPECIALISTAS EN PASTELERÍA ARTESANAL DULCES CUPCAKES GALLETAS Y PANADERIA  Información 57 350 2029270,No link
ventahorro,"1,067",936,28-Jun-18,,,, Tienda Virtual   Importado    Envíos a todo Colombia   Horario de atencion Lunes a Viernes de 7am5pm y Sabados de 8am12m a classnotranslate hrefventahorroventahorroa,No link
prestap.prestamos,38,365,28-Jun-18,,,,Micro Préstamos por internet,prestap.com/blog
tiendavirtual.vs,17,40,23-Jun-18,3137081709,,,    Entregas 100 confiables Venta de RopaAccesoriosbolsosmaquillaje Solo Whatsapp y direct 573137081709 ,No link
kittymiauoficial,38,"1,177",28-Jun-18,,,,Mi Perfil principal  es  a classnotranslate hrefohkittymiauohkittymiaua MedellínColombia Mi canal de a class hrefexploretagsyoutubeyoutubea ,www.youtube.com/user/kittymiauworld
kittymiaumoda,318,"15,474",28-Jun-18,3017635395,,,Info por whatsapp 3017635395 Tienda virtual by a classnotranslate hrefohkittymiauohkittymiaua   moda accesorios maquillaje y mucho mas  MedellinColombia,www.facebook.com/ElBazarDeKitty
dleatherscolombia,141,464,23-Jun-18,3212850429,,3648128089,Colombian a class hrefexploretagsleathersLeathersa a class hrefexploretagsaccessoriesaccessoriesa for Men international shipping  Tienda online  WhatsApp  57 3212850429 a class hrefexploretagsmenstylemenstylea a class hrefexploretagsmenaccesoriesmenaccesoriesa,www.facebook.com/DLeathers-259136481280893
juaneztennis,785,768,28-Jun-18,3206811647,,,Tienda Virtual MedellinColombia Envios Nacionales  Confiable  Wht 3206811647 a class hrefexploretagsjuaneztennisjuaneztennisa Comunicate a un clic,api.whatsapp.com/send?phone=573206811647
behytansuplementos,"2,930",947,26-Jun-18,,,,Behytan Suplementos te ofrece el servicio en linea ademas de ofrecer productos 100 autenticos es facil para tu bolsillo  Bienvenidos,www.facebook.com/ventasuplementomedellin
batasnoviacolombia,690,"1,294",28-Jun-18,3229443613,,,TIENDA ONLINE   BATAS PERSONALIZADAS PARA NOVIA NACIONALES  PAGO SEGURO  a class hrefexploretagsbatasbatasa a class hrefexploretagsbatasdenoviaencolombiabatasdenoviaencolombiaa  Bucaramanga Colombia  3229443613,api.whatsapp.com/send?phone=573229443613
ruboretacoloreta,800,740,27-Jun-18,3128510278,,,Info 57 3128510278 Envíos nacionales  ventas al pormayor y detal  Centro de Medellín venaver local 260 Horario 800am 730pm,No link
blusasa15mil,105,255,22-Jun-18,,,,Entrega inmediata  Envíos a todo el país  Owner a classnotranslate hrefjarhysosajarhysosaa   PEDIDOS,goo.gl/Rom2nb
corponatural_cuidado_capilar,102,"1,212",28-Jun-18,,,,Productos Naturales para el cuidado Capilar y Corporal con precios bajos Domicilios en Medellín Envíos a todo Rápida respuesta por inbox,No link
tennisshop.medellin,108,"3,813",22-Jun-18,,,,Mercancía importada,No link
voxdei_kl,"2,997","6,513",22-Jun-18,3194624962,,, Medellín Envíos a toda Col Gracias a Dios NO SE HACEN DEVOLUCIONES DE DINERO Whatsapp 319 462 49 62 a class hrefexploretagsropacolombianaropacolombianaa,No link
dreams_travelagent,315,"4,408",22-Jun-18,3225315254,,,Asesoría y Venta de Paquetes Turísticos dreamstravelagent01gmailcomasesor1dreamsgmailcom RNT 53225  3152544337 LINK DIRECTO WHATSAPP,asesor1dreams.wixsite.com/dreamstravelagent
mylenya,31,259,28-Jun-18,,,,No biography,No link
litomilu,61,65,23-Jun-18,,,,a class hrefexploretagssublimaciónSublimaciónaa class hrefexploretagsestampadosEstampadosaa class hrefexploretagsmugMUGaa class hrefexploretagscuadroscuadrosaa class hrefexploretagscojinescojinesaa class hrefexploretagsdecoracióndecoracióna Cada nueva idea inicia un mejor recuerdo,www.facebook.com/litomilu
lipoblue_medellin_advance,"1,425","34,693",28-Jun-18,3114240020,,,lipoblue advance  Baja de peso saludable 100  natural MEDELLIN  Whats 311 424 00 20 NORA DUQUE ,api.whatsapp.com/send?phone=573114240020
urbanmarket_med,36,"1,089",21-Jun-18,,,3113773160,Tienda virtual Ropa y accesorios para hombre y mujer OrginalesTriple A Medellín Envíos nacionales Los mejores precios a class hrefexploretagsurbanmarketurbanmarketa,api.whatsapp.com/send?phone=3113773160
bsm.store,366,"361,205",28-Jun-18,3146948162,,,Whp 3146948162 envios solo en Colombia Medellin CC Premium Plaza L2127  Cartagena CC Caribe Plaza L251  Inscríbete a nuestro canal ,youtu.be/h3wAUacWmCg
mediasmedellin,34,47,21-Jun-18,,,,Medias al x mayor y al detal los mejores precios de la ciudad ,No link
esenciainmobiliaria,42,64,24-Jun-18,,,,Asesorías y soluciones integrales en gerencia de proyectos compra venta y arriendo de inmuebles y construcción en a class hrefexploretagsmedellinMedellina a class hrefexploretagsantioquiaAntioquiaa,esenciapropiedadraiz.com
lymfashionart,298,"7,723",22-Jun-18,3126696085,,3701822550,TIENDA VIRTUAL  Productos sublimados manualidades decoraciones en láser y más Whatsapp 3126696085  Medellín Colombia,www.facebook.com/pages/L-M-Decoraciones/185137018225509?ref=hl.
tecnoexpressmed,146,"3,305",21-Jun-18,3013858708,,,Importamos relojeria tecnologia o lo que necesites  Genuinos  Cel 3013858708 a class hrefexploretagsimportacionesmedellinimportacionesmedellina  a class hrefexploretagsventasmedellinventasmedellina  LINK WHATSAPP,bit.ly/2skNYp1
chelitashop,14,93,21-Jun-18,,,3117759068,Sex shop  Lencería  Perfumería  Ropa íntima   Regalos con Amor   Tus pedidos aquí ,api.whatsapp.com/send?phone=573117759068
fullpaintball.cali,16,49,27-Jun-18,,,,TIENDA DE ARTICULOS DEPORTIVOS RELACIONADOS CON PAINTBALL AIRSOFT Y AIRGUNS,fullpaintball.co
barbacabellobigote,55,306,23-Jun-18,,,,No biography,No link
barbacabelloybigote,89,"1,197",23-Jun-18,,,,Tónico 100 Orgánico a classnotranslate hrefbarbacabelloybigotebarbacabelloybigotea Especializado en estimular el folículo piloso Activando el crecimiento del vello facial en nuevas zonas,m.facebook.com/Cabello-barba-bigote-511678849041864
made_in_medellin_clothing,681,"2,724",24-Jun-18,3005458681,,,a class hrefexploretagsmadeinmedellinmadeinmedellina Bienvenidos para los que viajan para los que sueñan Gorras y camisetas lleva tu esenciawhassap entregas 3005458681,m.facebook.com/MADE-in-Medellin
empirik1,121,"13,868",29-Jun-18,3107188379,3176364446,,Estilo feminidad y precio  Blusas blusones vestidos y busos Envíos a todo el pais   3107188379  3176364446 Calle 49a  3818 WhatsApp,api.whatsapp.com/send?phone=573107188379
skullcotton,55,"1,390",21-Jun-18,3007453906,,,Clothing amp Accessories    Entrega inmediata   300 745 3906 MedellínColombia Este Link te llevará directamente a mi WhatsAppnbsp,api.whatsapp.com/send?phone=573007453906
calzado.ored,177,550,26-Jun-18,,,,Tu Moda amp Tu Diseño,creaciones.ored
styleurbanm,90,172,27-Jun-18,3126305652,3681623228,,Ventas al Mayor y al Detal Whatsapp3126305652584244368162 Llamadas 3228310488 ubicados en Medellín Tienda virtual  Entregas en todo el país ,No link
andresvn20,890,"1,520",28-Jun-18,3216333830,,,Calzado importado Ventas al por mayor y al detal Domicilios en Medellín Envíos a toda colombiawpp3216333830,api.whatsapp.com/send?phone=3216333830
barrakajoyeria,59,"2,415",28-Jun-18,3024363037,,,Joyas en oro laminado de 18K Envíos Nacionales  Garantía 1 año Mayor info 3024363037  Visita nuestra Pagina web a class hrefexploretagscompraseguracompraseguraa  a class hrefexploretagscompracolcompracola,Barrakaj.wix.com/joyas
mariacaprichomc,101,"14,079",28-Jun-18,,,3005877729,Tienda VirtualDiseñamos y fabricamos pijamas exclusivas  Ventas al por mayor y al detal  Envíos a toda Colombia  Whatsapp Directo,api.whatsapp.com/send?phone=573005877729
muycoquetacolombia,48,"2,987",20-Jun-18,3052388963,,,Tienda Online Medellín  WhatsApp 3052388963 Envíos a toda Colombia Muycoquetacolombiagmailcom,No link
vanegalo20,84,207,28-Jun-18,,,,No biography,No link
jrstore25,158,140,22-Jun-18,3012991282,,,3012991282,www.facebook.com/jrstore25
vapor_icezero,80,596,23-Jun-18,3166244255,,,contacto 3166244255 repuestos  eliquids y todo lo relacionado al mundo del vapeo eso si cero clon ,No link
reynaldocarreno,367,494,24-Jun-18,,,,Vapeando ando,No link
jakestoreonline,226,232,20-Jun-18,3104341684,,,a class hrefexploretagsaccesoriosAccesoriosa  somos fabricantes   Ropa nacional e importada  Tenis  Por mayor y al detal  Envios nacionales Medellín Colombia  3104341684 What,No link
manuelzaguita,848,"1,143",27-Jun-18,3226600120,,,a class hrefexploretags77a a class hrefexploretagsworkhardstayhumbleWorkHardStayHumblea  VENTA DE TENIS  BUSOSGORRAS 3226600120,No link
grupointegrapr,10,"2,537",20-Jun-18,,,,Asesoría integral   Arrendamientos  Promoción y venta de inmuebles  Acompañamiento  Remates,www.grupointegrapr.com
yoandmewomenfashion,265,"1,018",20-Jun-18,,,,Lingerie and Womens Fashion  Tienda virtual  Marca Original  Envíos a nivel nacional  yoandmewomenfashiongmailcom a classnotranslate hrefyoandmewomenfashionyoandmewomenfashiona,www.yoandmewomenfashion.com
tiendadefraganciascol,181,"2,527",28-Jun-18,3508749597,,,Tienda virtual Colombia  Perfumería Original al por mayor y al detal  Envíos a nivel nacional  Info WhatsApp  3508749597,No link
bigg_store8a,4,48,19-Jun-18,,,,No biography,No link
ob.digital360,350,488,25-Jun-18,,,,No biography,No link
lunanueva0111,13,241,19-Jun-18,,,3046013734,MEDELLINEntrega a Domicilio Síguenos en FacebookL U N A N U E V A También vendemos al por mayor,mobile.facebook.com/profile.php?id=304601373404286&amp;ref=content_filter
lukinastore,126,91,25-Jun-18,,,,Vestidos de baño ropa deportiva ropa interior accesorios y más Elegante y brillante Hacemos envíos en toda Colombia By a classnotranslate hreflinavillegas16linavillegas16a,No link
jyd.perfumeria,51,742,26-Jun-18,,,3183744344,Venta de perfumería exclusiva Precios inigualables 100 originales Envíos nacionales y contra entrega en Medellín Fotos propias,api.whatsapp.com/send?phone=573183744344
ventasmmedellin,2,452,19-Jun-18,,,,No biography,No link
donglamourmoda,53,155,19-Jun-18,3116785659,,,siempre a la vanguardia de la moda y las tendencias Medellin Tienda de moda física y virtual Envios a todo el pais 100 confiable Whatsapp 3116785659,No link
vida_shop1,725,"10,196",28-Jun-18,,,3022247587,TIENDA VIRTUAL NITRO FIT LIPOBLUE ZX BOLSOS PERFUMES ROPA Y MAS BRONCEADORES NO LLAMADAS ENVIOS A TODO EL PAISSeguros INGRID ARANG,api.whatsapp.com/send?phone=573022247587
isyolatiendavirtual,111,193,28-Jun-18,3205899475,,,Tienda virtual donde encontrarás variedad de accesorios Domicilios en Medellín a class hrefexploretagswhatsappwhatsappa 3205899475,No link
encuadrarte,"2,174","3,361",28-Jun-18,3630147548,,,Taller creativo  Barra de café  Tienda de diseño  Tel 505 2736 Whapp 301 475 4863 Dir Cra 72a class hrefexploretagsc1C1a46 cerca de UPB,www.facebook.com/encuadrarte
dcventasmed,66,"3,264",19-Jun-18,,,3105092228,a classnotranslate hrefdcventasmeddcventasmeda DC ventas tienda de ropa  calzado y accesorios Domicilios Medellín 100seguro Envíos a todo el país Clic aquí para contacto,api.whatsapp.com/send?phone=573105092228
dulcemiajoyeria,139,597,27-Jun-18,,,3183112518,Oro laminado 18k Garantia de 1 año Compras y envios  seguros Lunsab 1000am700pm a class hrefexploretagsclientessatisfechosdulcemiajoyeriaclientessatisfechosdulcemiajoyeriaa  MedellínAntioquía ,api.whatsapp.com/send?phone=573183112518
electroipodventas,216,"1,502",28-Jun-18,,,,Servicio técnico especializado Venta de celulares nuevos y de segunda Garantizados CC El Diamante  local 1496  2302229,No link
sabanasaruna,192,"1,270",27-Jun-18,,,,Fábrica de sábanas para hotelería clínica y hogar Ubicados en eMedellín Calidad Diseños cómodos y seguros y responsabilidad es lo que te ofrecemos,m.facebook.com/sabanasaruna
audithorestore,965,310,28-Jun-18,3008531288,,,Medellín  Colombia    whatssap 3008531288  Escribenos al DM   Envios a todo el país a class hrefexploretagsventasalpormayorydetalventasalpormayorydetala a class hrefexploretagstenismedellíntenismedellína a class hrefexploretagsventatenisventatenisa,No link
upperstore01,177,"18,310",18-Jun-18,3137475183,3005104731,,Morrales Sprayground  Perfumería  Zapatos  Accesorios PRODUCTOS EXCLUSIVOS    Mejor precio GARANTIZADO  3137475183  3005104731,No link
latiendadelosantojos,300,930,28-Jun-18,3117477576,3207588663,,Cada semana contamos con hermosos relojes y gafas A UN PRECIO INCREÍBLE   Info Whatsapp 3117477576  3207588663 a class hrefexploretagsrelojesmedellinRelojesMedellina,No link
semplicita_colombia,41,342,18-Jun-18,,,3015788485,Semplicita  Ropa Cómoda y de Calidad    ENVÍOS TODA COLOMBIA  PAGO CONTRA ENTREGA MEDELLÍN  NO CAMBIOSDEVOLUCIONES  PEDIDOS ,api.whatsapp.com/send?phone=573015788485
laprovenzainmobiliaria,66,593,18-Jun-18,3187825762,3005279395,,Asesores inmobiliarios Medellín Colombia Real Estate Medellin 573187825762 573005279395 5744119524,www.laprovenzainmobiliaria.com
makeuplufer,418,624,23-Jun-18,3012442258,3015135332,,MedellínBquilla Soledad PAGO CONTRAENTREGA BANCOLOMBIA GIROS Envios Nacionales  a classnotranslate hrefdecoluferdecolufera Al por Mayor y detal 3012442258  3015135332,No link
estelauzapatos,201,497,18-Jun-18,3116984378,3146080396,,estelauzapatos te invitamos  a nuestro local calle47a class hrefexploretags77aa1677aa16a velodromo  ventas por whatsapp 3116984378 3146080396  página web disponible ,No link
laksmy_beauty,38,90,21-Jun-18,,,,Medellín Domicilios servicio de maquillaje y productos  Productos importados a muy bajo precio Consejitos de belleza y tips ,No link
distribucionesmedellinpk,149,"1,298",17-Jun-18,3128437307,,,Tienda Virtual  Envíos a todo el país Retiros en Parque Belén  Seguro y garantizado Whatsapp 3128437307,api.whatsapp.com/send?phone=573128437307
bohorquez_tiendavirtual,452,959,28-Jun-18,3147470554,,,Tenis  de las marcas más exclusivas    314 747 0554   Envíos a todo Colombia   WhatsApp Directo ,api.whatsapp.com/send?phone=573147470554
sexshopp_medellin,77,510,17-Jun-18,,,,Somos un Sex Shop encargado de dar Calidad EconomíaSeguridad y Discreción a nuestros clientesEnvíos Gratis en Medellín  Info por Direct,No link
latiendadeviguis,719,460,24-Jun-18,3213375247,,,TIENDA VIRTUAL No local manejamos todo bajo pedido envíos a todo Colombia   Dios es mi guía  Whats app 3213375247Pagos contra entrega,www.facebook.com/latiendadeviguis?ref=aymt_homepage_panel
inspirarte_detalles,21,152,17-Jun-18,3505797454,,,Nos inspira esa persona esa fecha ese momento especial   350 579 7454,No link
variartipereira,31,146,16-Jun-18,3105364028,,,TIENDA VIRTUAL MAYORISTAS Y MINORISTAS MASCOTAS MORRALES CANGUROS GORRAS MILITARES   COMPRA DESDE CASA  Wpp 3105364028  ENVIOS NACIONALES,No link
awarala_store,40,876,27-Jun-18,3015190349,,3004864333,Ventas al por mayor y al detal     Contáctanos  httpswwwfacebookcomawaralastore Pedidos 301 5190349,api.whatsapp.com/send?phone=573004864333
innamoratoaccesorios30,24,86,14-Jun-18,,,,Distribuimos accesorios con estilo,No link
prisolconsultores.tatianamora,3,25,12-Jun-18,,,3194263721,Te ofrecemos excelentes precios Ingresa a el link y pregunta el servicio que necesites,api.whatsapp.com/send?phone=573194263721
trukitosdeamor,227,"1,903",27-Jun-18,3218670211,,,Personalizalos tu también  Compras Online  Seguras  Pedidos  3218670211 Mugs  Camisetas Gorras  Cojines Llaveros  Agendas,api.whatsapp.com/send?phone=573218670211
hamabeadsmedellin,17,71,28-May-18,,,,Todos los diseños publicados estan disponibles  MedellinColombia,No link
amapola.01,43,509,13-Jun-18,,,, Tienda online de artículos                                                                            Medellín Colombia  ,No link
ganascontucelular,20,285,14-May-18,,,,SE PIONERO y gana el 100 de rentabilidad  sin necesidad de VENDER Buscamos formadores de Equipos   Contactanos ,No link
leonardo_barreno,560,"2,942",28-Jun-18,,,,a class hrefexploretagssoySoya Punto fijo Paraguana  Venezuela a class hrefexploretagsvivovivoa Colombia Medellín  Ariano sentimental   licturismo,No link
clothesexpress,"1,847","2,532",27-Jun-18,,,3154070851,ROPA MODA ESTILO    Tienda multimarcas compra 100 segura Entrega inmediata,api.whatsapp.com/send?phone=573154070851
mystikosuniverso,832,"2,817",29-Jun-18,3042449629,,,Te diseño cofres llenos de magia con a class hrefexploretagsmandalasmandalasa  y más whatsapp 3042449629   a class hrefexploretagscolorColora   a class hrefexploretagsvidavidaa   a class hrefexploretagspetspetsa   a class hrefexploretagsrockrocka    a class hrefexploretagsmujeresvalientesmujeresvalientesa ,www.facebook.com/MystikosUniverso
velvet.essentials,106,"2,354",26-Jun-18,3104542630,,,Accesorios  FeminidadEstiloDelicadeza Ventas por mayordetal 3104542630  By Colombian hands  Envíos a todo el país MedellínAntioquiau ces,No link
estilo.d.vida,73,259,18-Apr-18,3031164950,,,Basados en lo mejor de la ciencia y naturalezanuestros productos innovadores harán que ames tu piel rejuvenecida 30 días de garantía 3116495029,No link
fuckclore,151,"1,461",27-Jun-18,3012836946,3005739871,,Dress your bad feelings 30128369463005739871 Ventas por mayor y detal Domicilios  Envios a todo el país,No link
doitmedellin,94,"6,125",27-Jun-18,3215719507,,,TODO el entretenimiento de la ciudad  Restaurantes Bares Discotecas Conciertos  Publicidad 573215719507  a class hrefexploretagsdoitmedellindoitmedellina,api.whatsapp.com/send?phone=573215719507
convertidor_tv_box,5,12,5-May-18,,,,Venta de artículos electrónicos todo lo relacionado con gadgets y hobbies  Domicilios solo en Medellín,No link
districasemedellin,313,"2,834",28-Jun-18,3013770919,,,Distribuidores De Accesorios Para Celulares Ventas Al por Mayor y al Detal Envíos a todo el país  wp 3013770919 Adm a classnotranslate hrefyosoybrianyosoybriana ,m.facebook.com/home.php
loscacharrosde,12,45,31-Mar-18,,,,Ingresa a mi sitio web y antojate que yo estoy para complacerte,www.dropbox.com/sh/5kkc07scbo63cci/AAAns_xaq3NxfFbhQPXCQkYJa?dl=0
karenheciramaldonadoperez,43,115,14-Mar-18,3103763620,,,Tienda virtual KARENS Tú  presencia mi tendencia Envíos nacionales e internacionales info al privado   WhatsApp 573103763620,No link
morfina_fina_store,23,90,2-Apr-18,3013236230,,,Tienda de calzado Y marca de ropa en gestación  Apuntamos a los estilos clásicos y juveniles Calzado importado y nacional  WhatsApp 3013236230,No link
belcasshop,215,"1,019",1-Jun-18,,,3227593521,Venta de productos Nacionales e Importados  Ventas al Mayor y al Detal Maquillaje MAC  Kylie   Perfumes   Envios Nacionales Bogota Colombia,api.whatsapp.com/send?phone=573227593521
manumanustore_medellin,39,107,15-Jun-18,3016083404,,,Venta de Ropa Americana 3016083404,No link
therapeutic.bag,76,106,16-Jun-18,,,,No biography,No link
variedadespatuca,269,369,28-Jun-18,3044499742,,,MedellínColombia  Maquillajejuguetería y cuidado personal  Siguenos a classnotranslate hrefmagastoreemagastoreea a classnotranslate hrefplaymagaplaymagaa Tel3044499742 a class hrefexploretagsmedellínmedellína a class hrefexploretagsmaquillajemaquillajea,No link
venta.relojes.j,98,441,22-Jun-18,3046612798,3002393870,,Compras seguras Confirmar existencia del reloj     WhatsApp 30466127983002393870 VentasXmayor y detal Envíos toda Colom Somos de Medellín,www.facebook.com/venta.relojes.7
luxury_ventas71,169,211,28-Jun-18,3013186218,,,Envíos a toda colombia whatsapp gt 301 318 62 18 Ventas al por mayor y al detal,No link
calzadourbanomedellin,24,264,1-Apr-18,3113363347,,,Escríbenos a whatsapp    3113363347 PRECIOS DE FABRICA PROMOCIONES  CONSTANTES  TOTALMENTE COLOMBIANO DE EXCELENTE CALIDAD GARANTÍA ,No link
cachorrosm,684,"1,938",29-Jun-18,3023996927,3046447777,,COMPRA Y VENTA DE CACHORROS DE TODAS LAS RAZAS HERMOSOS CACHORROS QUE ALEGRARAN TU VIDA INF AL WHTASAPP  3023996927  3046447777,No link
chocolatespublicitarios,4,94,15-Jan-18,3146507433,,,Los Chocolates en relieve y con etiqueta impresa una forma original para dar a conocer logotipo y marca Wpp3146507433Envios a todo el país,No link
muvapets,132,266,31-Mar-18,,,,Productos para la comodidad de tu mascota,www.muvapets.com
mysticlinemakeup,32,59,8-Mar-18,3008679703,,,By Mariana Diosa   Contacto mysticlinemakeupgmailcom   57 300 867 9703 Envíos Nacionales ,No link
firstimebutik,"2,383","9,998",28-Jun-18,3312702099,,,CENTRO COMERCIAL METROPLAZA LOCAL 113 MEDELLIN  3127020991 3058784699 Gafas de las mejores marcas al mejor precio Envíos gratis a toda Colombia,www.facebook.com/Firstimebutik1
pilaricacompraventa,151,"1,356",19-Dec-17,3186560594,,3302199987,ROBLEDO PILARICA CERCA AL HOSPITAL PABLO TOBON URIBE LOS MEJORES PRECIOS DE MEDELLIN Whatsapp 3186560594 tel 4427926,www.facebook.com/Pilarica-compraventa-152633021999878
c3fashionsales,261,"1,684",11-Jun-18,,,,OnLine Sales OrdersImported products Prices subject to change Just ProductsMedellin  Colombia  All Country,www.facebook.com/c3fashion
lisertec_tecnologia,154,204,28-Jun-18,,,,Celulares Computadores Accesorios para Celular y Pc Parlantes con Bluetooth Carcasas para Celular  Vidrio Templado Diadema con Bluetooth,www.lisertec.com
casa.betta98,27,100,4-Dec-17,,,,No biography,No link
adriana_patino_ropa,"4,478","5,704",28-Jun-18,3234823517,3162389373,,Hacemos envíos a todo el país 3234823517 ventas online x mayor y al detalMedellinEnvigado 3162389373,No link
ventalenceriamedellin01,524,"1,204",23-May-18,,,,Ropa casualRopa Deportiva  Ropa Interior Lo que te gusta a un precio INCOMPARABLE ventas al por mayor y detalMEDELLIN ,No link
fzshoes.store,209,256,28-Jun-18,,,,Tienda virtual tennis todo tipo de marca importados a domicilios en medellín,No link
