Username,#Post,#Followers,Last_Photo,Phone_1,Phone_2,Phone_3,Biography,Link
marcerojostore,448,552,29-Jun-18,3136987124,,,TIENDA VIRTUAL by a classnotranslate hrefmarcerojomarcerojoa Ventas al Detal y Por Mayor Excelente Calidad WhatsApp 3136987124 Domicilios Medellín  Envíos Colombia  Seguros,No link
joseluis.torrealba.a,"1,535","22,062",29-Jun-18,3015822044,,,Abriendo fronteras con Dios Numerologo Tarotista Conferencista  Whatsap 573015822044 a class hrefexploretagsjoseluisnumerologojoseluisnumerologoa,api.whatsapp.com/send?phone=573015822044&amp;text=INTERESADOCONSULTA
dubenlab,"1,230","1,945",29-Jun-18,,,,Siempre Radiante Siempre Bella Siempre Duben Whastapp ,bit.ly/2IZ7iCA
p1storee,23,207,26-Jun-18,3213629659,,,Sudaderas a d i d a s  N i k e Execelnte calidad a los mejores precios  Variedad En Tallas  wpp 321 362 9659  e n v i o s,No link
medellingold,61,695,26-Jun-18,3185547545,3005959916,3347694411,ORO 18K a class hrefexploretagsluxurylivingluxurylivinga a class hrefexploretagsgoldgolda  Servicio a domicilio Envios nacionales  Contacto a classnotranslate hrefdeozzzdeozzza a classnotranslate hrefcristianbetancurcristianbetancura 3185547545 3005959916,www.facebook.com/Medellin-Gold-Store-164843347694411
lipobluee_medellin,"3,446","203,713",29-Jun-18,3222161028,,, Todo lo que necesitas mujer Envíos a todo destino  Whatsapp 322 216 10 28 Clic para dirigirte a mi wpp,api.whatsapp.com/send?phone=573222161028
vanesalazarventas1,109,297,26-Jun-18,,,,Producto a la venta,No link
soportcam,"2,599","3,724",29-Jun-18,3224825,,,VENTA E INSTALACIÓN Soportes TVMallas de Seguridad Cortinas Persianas Tendederos plegables 57 4 3224825  Whatsapp solo tocar el link siguiente,bit.ly/SoportcamWhatsapp
kingstore.tienda,"3,696",663,29-Jun-18,3023902935,,, Medellín  El Retiro  Antioquia  TIENDA VIRTUAL  Envios a nivel nacional   Por mayor y detal   700   WhatsApp3023902935,No link
maderocr,317,"1,864",29-Jun-18,3003968037,,,AQUÍ se Sueña Imagina y Crea   Wapp 3003968037  Medellín Colombia,No link
tinacollection.co,12,63,26-Jun-18,,,,No biography,No link
mielmostaza.col,872,"3,435",26-Jun-18,3012000250,,,Dulzura en cada paso Diseñada para mujeres que disfrutan siendo autenticas siendo ellas  VENTAS XMA Y DETAL Ws3012000250 Facebook a classnotranslate hrefktliosktliosa,m.facebook.com/mielmostaza.col
sermed_salud,115,"1,382",29-Jun-18,3052946824,,,Encuentra aquí  variedad de productos para el cuidado de tu cuerpo y tu saludenviamos a todo el país  Whatsapp 3052946824,No link
videoshollywood,87,"10,731",25-Jun-18,,,,New YorkColombiaJ DARREN ENTERPRISES,No link
junglacases,180,"1,054",28-Jun-18,3002751832,,, TIENDA VIRTUAL    Encuentra el case perfecto para tu iPhone  WhatsApp 300 275 1832301 204 0836  8am  8pm,No link
shanti_tienda_virtual,169,239,27-Jun-18,,,,a class hrefexploretagsbisuteriabisuteriaa a class hrefexploretagsrelojesrelojesa a class hrefexploretagsropadeportivaropadeportivaa a class hrefexploretagspijamaspijamasa a class hrefexploretagslenceríalenceríaa a class hrefexploretagsbolsosbolsosa a class hrefexploretagsmorralesmorralesa a class hrefexploretagsshantitiendavirtualshantitiendavirtuala,bit.ly/WhatsAppShantiTiendaVirtual
aprovarpropiedadraiz,98,780,26-Jun-18,,,3053390684,20 Años de Experiencia Administración de Propiedad Horizontal y Venta de propiedad Raíz ofrecemos servicios integrales en el sector inmobiliario,api.whatsapp.com/send?phone=573053390684
vboutique8,135,105,26-Jun-18,,,,No biography,No link
shoponceonce,300,366,29-Jun-18,3045472658,,,MedellinANTIOQUIA Bienvenids a Shoponceonce  Variedad que complementa tus gustos  WhatsApp 3045472658 a class hrefexploretagsshop1111shop1111a,No link
vivisatienda,890,"3,266",26-Jun-18,3136833484,,,Tienda Virtual   Envíos Nacionales   Domicilios Medellín  Compra   segura  Whatsapp 3136833484  Directo ,api.whatsapp.com/send?phone=573136833484
aromaessence3,59,"1,075",28-Jun-18,3223647013,3144373699,,perfumesreplicas 11Cúcuta PAGO CONTRAENTREGANUEVA LINEA única WHATSAPP32236470133144373699 tienda online seguro comprar en linea ,api.whatsapp.com/send?l=es&amp;phone=573223647013&amp;text=Hola+Aroma+Essence+quiero+mas+informacion+sobre+tus+fragancias%21
tiendagusi5,38,185,28-Jun-18,,,,No biography,No link
tutti_tiendavirtual,13,49,29-Jun-18,,,,PERFUMES ORIGINALES PRODUCTOS CAPILARES WELLA  ENVÍOS A TODO EL PAÍS CONTRAENTREGA EN EJE CAFETERO WHATSAPP 24Hrs  ,No link
bomboshell_store,"1,379","4,042",28-Jun-18,3208040113,,,BODEGAS MAYORISTAS ENVÍOS A TODO COLOMBIA  COMPRAS 100 GARANTIZADAS NO CAMBIOSDEVOLUCIONES WA 3208040113 alterna a classnotranslate hrefmayoristasvictoriasecretmayoristasvictoriasecreta,No link
importshopjj,933,942,28-Jun-18,3212949960,,,   321 2949960 Sigue a class hrefexploretagsimporjjimporjja  Tiendanbsp  virtual ROPA IMPORTADA  LINK DIRECTO A NUESTRO WHATSAPP ,api.whatsapp.com/send?phone=573212949960
dedostienda,337,"4,516",25-Jun-18,3126018748,,, Calzado  Ropa  Tienda  Medellín  Compra segura  Escríbenos  3126018748,api.whatsapp.com/send?phone=573126018748
sr.osotiendavirtual,180,"1,653",29-Jun-18,3185258044,,,Tecnología Accesorios Componentes Gamers Suplementos Envíos  a toda  Compra Segura  Wapp318 5258044 By a classnotranslate hreffjaristizabalfjaristizabala,No link
latiendarosada,826,"5,724",29-Jun-18,3125831980,3046059135,,Moda Femenina y mucho más Tienda Virtual en Medellin Envíos Nacionales  seguros  DETAL Y AL POR MAYOR 3125831980 3046059135,No link
tycheaccesorios7,"2,010",225,29-Jun-18,3137891227,,,Para tus sueños Tyche Accesorios siempre de moda con nuevas colecciones en accesorios bolsosbilleteras y mucho más Para ti Información Wp 3137891227,No link
muga_medellin,217,"1,550",29-Jun-18,3500031938,,,35000 envío domicilios en medellin  envíos a toda colombia totalmente confiables Super comodos  3193871691 3104207861 Conjuntos  a class hrefexploretagslencerlencera,No link
publicidadlondon,320,"2,107",29-Jun-18,3014173308,3006413336,, DISEÑO Y PUBLICIDAD Contácto   3014173308  3006413336  Belén La palma 27a class hrefexploretags82a82aa76 edificio el Palmar local planta baja  Facebook ,m.facebook.com/londonpublicidad/?ref=bookmarks
samotproducts,48,87,28-Jun-18,3007979150,,,Somos Agentes de Compras Internacionales Te traemos el producto que quieras y a donde quieras Aceptamos cualquier medio de pago  3007979150,No link
juanpino1987,100,556,25-Jun-18,,,,Live a life in the fast line but safe   Be happy  enjoy every second be free smile everyday even when is raining  or sunny ,No link
vigusclothing,108,"9,876",29-Jun-18,,,3013463471,Tienda Virtual a class hrefexploretagsvigusclothingvigusclothinga   Domicilios gratis en Medellín  Envíos Nacionales   WhatsApp Directo ,api.whatsapp.com/send?phone=573013463471
distribuidor_victoriasecret,503,"2,649",28-Jun-18,3208040113,,,Cuenta principal a classnotranslate hrefbomboshellstorebomboshellstorea Maquillaje al por mayor tenemos los mejores precios  envíos a todo Colombia WA3208040113,No link
bigmediacol,186,"3,616",29-Jun-18,3117854802,,,Administramos sus redes sociales y diseñamos páginas web 100 administrables y vendedoras  Info 3117854802 a class hrefexploretagsredessocialesredessocialesa a class hrefexploretagsdiseñowebdiseñoweba,www.bigmediacolombia.com
wappasonline,"1,036","5,868",29-Jun-18,3164536992,,,  Moda    Accesorios    Belleza    DecoHogar   MED  COL    3164536992   Visita nuestro blog y tienda virtual  ,goo.gl/WofdK5
de_luxe_salon,"1,189","8,062",25-Jun-18,3017237082,,, Estilista Profesional  AGENDA TUCITA  3017237082  EL POBLADOESPECIALISTAEN MECHASCOLOR HAIR ALIZADOS PROGRESIVOSBALAYAGEENVIGADO,No link
aa__amab,14,104,25-Jun-18,3502119292,,,Somos fabricantes                          Ventas al por mayor y al detal Envios a todo el país                               Wpp 350 211 92 92,No link
costumbrenovedosa,8,56,25-Jun-18,,,3103882478,TU TIENDA VIRTUAL Accesorios para Dama y Caballero  Ventas Al Por Mayor Y Al Detal  Envios A Todo Medellin  Garantizado  WhatsApp ,api.whatsapp.com/send?phone=573103882478
labodega_caps,476,"1,020",25-Jun-18,,,3207548735,TODO EN GORRAS ROPA DEPORTIVA Y ACCESORIOS  PERSONALIZAMOS PARA TI  ESTAMPADO BORDADO Y CORTE LASER CRA 49 5134 ITAGUI DIAGONAL A AGAVAL,api.whatsapp.com/send?phone=573207548735
lecoquettepijamas,49,100,25-Jun-18,,,,Marca inspirada en mujeres soñadoras pero sobretodo reales 100   Medellín,No link
malibu_tiendaonline,19,144,25-Jun-18,3044799026,,,Tienda Online  Bienvenids a nuestra página  en la que  podrás encontrar hermosos detalles  Wa 3044799026  Medellín ,No link
personalizadosmn,42,79,25-Jun-18,3044799026,,,Somos una tienda virtual en la que podrás encontrar hermosos detalles personalizados para ti y para quienes más quieres  Wa 3044799026 Medellín ,No link
electric.avenuee,130,"19,715",29-Jun-18,,,,Prendas Urbanas amp Deportivas Para Tenis gt a classnotranslate hrefelectricavenueshoeselectricavenueshoesa Prendas 100 Colombianas Seguridad amp Cumplimiento Más info DM amp Wpp  7am8pm,No link
chefcharleswebb,"1,901","45,547",29-Jun-18,,,,Entrepreneur Chef  Influencer  Ringmaster a classnotranslate hrefringmasterdigitalringmasterdigitala,chefcharleswebb.com
gnesis_moda.medellin,"1,503","2,634",29-Jun-18,3192658629,3126796750,,Hermosas camisetas Punto de fábrica  ventas al mayor y al detal whats 31926586293126796750 CC HUECO No1 Lc 313   Medellin,No link
estefaniamcm,690,"1,085",25-Jun-18,,,,No biography,No link
k5envigado,45,484,29-Jun-18,3155320622,,,La mejor opción de Materiales para Construcción en Envigado Teléfono 444 31 55 WhatsApp 320 622 29 40,www.k5sas.com
mundocolombia_,7,56,24-Jun-18,,,, Tienda de ropa y productos nacionales Envíos a todo el país No te quedes con las ganas Pide en MundoColombia hoy ,No link
tayrona_store,"1,437","72,648",29-Jun-18,3108399995,,,Colombia Tienda Virtual Envíos a nivel nacional Somos Fabricantes WhatsApp  57 3108399995 a class hrefexploretagstayronastoretayronastorea a class hrefexploretagscuadroscuadrosa a class hrefexploretagscojinescojinesa,www.tayronastore.com
sama.store07,"1,059","1,115",27-Jun-18,3507549626,,,Tienda multimarca Tennis y ropa deportiva  Envíos a todo el país   Pedidos al 3507549626 Enlace directo a nuestro whatsapp  ,api.whatsapp.com/send?phone=573507549626
directv_ventas,351,126,27-Jun-18,,,3122203797,a class hrefexploretagsfutbolendirectvfutbolendirectva a class hrefexploretagsfútbolpordirectvfútbolpordirectva a class hrefexploretagsdirectvdirectva Asesoría a un clikc,api.whatsapp.com/send?phone=573122203797&amp;text=Hola%2C+quiero+saber+a+cerca+de+Directv+%F0%9F%93%A1+.++M%C3%AD+nombre+es+
gatikastore,14,139,24-Jun-18,3003685363,,,Tienda virtual Las entregas se hacen a cualquier estación del metro Ventas en Medellín  Todo lo publicado está disponible  WhatsApp 3003685363,No link
sports_massage_medellin,"1,169","6,659",29-Jun-18,3146639180,,,MASAJES RELAJANTES DESCONTRACTURANTES MASAJES DEPORTIVOSDOLORES MUSCULARESESPASMOSLUMBAGO 3146639180PARQUE POBLADO,No link
eraseunavezpv,195,"1,344",27-Jun-18,3188321394,,,Envios a todo Colombia Nueva tienda en Jardin Antioquia Ideas creativas Hecho a mano eraseunavezpvgmailcom Info 318 8321394,No link
proyectosorpresa,76,"1,085",26-Jun-18,3147977755,,,a class hrefexploretagsdiseñamosDiseñamosa y a class hrefexploretagspersonalizamosPersonalizamosa tus a class hrefexploretagsespaciosespaciosa a class hrefexploretagseventoseventosa y a class hrefexploretagsobsequiosobsequiosa  InfoProyectosorpresamedgmailcom   3147977755 MedellínColombia,No link
emporio_accesorios,88,313,29-Jun-18,3175047733,,, Moda urbana Accesorios y Bisutería   Envíos a todo Colombia   Tenemos Catálogo Digital   Whatsapp 3175047733  a class hrefexploretagsemporioaccesoriosemporioaccesoriosa,No link
endulza_lavida,160,225,24-Jun-18,3136504707,,,Endulza la vida con bellos detalles ideales para cualquier momento   Medellin Colombia   313 650 47 07 304 578 02 15,www.facebook.com/Endulzalavida2017
lipoblue_x_medellin,"1,803","83,839",29-Jun-18,3113257070,,,envios todo el pais  Wpp 311 325 70 70 Atención inmediata ,api.whatsapp.com/send?phone=573113257070
candyplanetoficial,24,51,23-Jun-18,3502029270,,,ESPECIALISTAS EN PASTELERÍA ARTESANAL DULCES CUPCAKES GALLETAS Y PANADERIA  Información 57 350 2029270,No link
ventahorro,"1,069",935,29-Jun-18,,,, Tienda Virtual   Importado    Envíos a todo Colombia   Horario de atencion Lunes a Viernes de 7am5pm y Sabados de 8am12m a classnotranslate hrefventahorroventahorroa,No link
prestap.prestamos,39,365,29-Jun-18,,,,Micro Préstamos por internet,prestap.com/blog
tiendavirtual.vs,17,40,23-Jun-18,3137081709,,,    Entregas 100 confiables Venta de RopaAccesoriosbolsosmaquillaje Solo Whatsapp y direct 573137081709 ,No link
kittymiauoficial,40,"1,196",29-Jun-18,,,,Mi Perfil principal  es  a classnotranslate hrefohkittymiauohkittymiaua MedellínColombia Mi canal de a class hrefexploretagsyoutubeyoutubea ,www.youtube.com/user/kittymiauworld
kittymiaumoda,318,"15,832",29-Jun-18,3017635395,,,Info por whatsapp 3017635395 Tienda virtual by a classnotranslate hrefohkittymiauohkittymiaua   moda accesorios maquillaje y mucho mas  MedellinColombia,www.facebook.com/ElBazarDeKitty
dleatherscolombia,141,464,23-Jun-18,3212850429,,3648128089,Colombian a class hrefexploretagsleathersLeathersa a class hrefexploretagsaccessoriesaccessoriesa for Men international shipping  Tienda online  WhatsApp  57 3212850429 a class hrefexploretagsmenstylemenstylea a class hrefexploretagsmenaccesoriesmenaccesoriesa,www.facebook.com/DLeathers-259136481280893
juaneztennis,785,772,28-Jun-18,3206811647,,,Tienda Virtual MedellinColombia Envios Nacionales  Confiable  Wht 3206811647 a class hrefexploretagsjuaneztennisjuaneztennisa Comunicate a un clic,api.whatsapp.com/send?phone=573206811647
behytansuplementos,"2,930",946,26-Jun-18,,,,Behytan Suplementos te ofrece el servicio en linea ademas de ofrecer productos 100 autenticos es facil para tu bolsillo  Bienvenidos,www.facebook.com/ventasuplementomedellin
batasnoviacolombia,690,"1,296",28-Jun-18,3229443613,,,TIENDA ONLINE   BATAS PERSONALIZADAS PARA NOVIA NACIONALES  PAGO SEGURO  a class hrefexploretagsbatasbatasa a class hrefexploretagsbatasdenoviaencolombiabatasdenoviaencolombiaa  Bucaramanga Colombia  3229443613,api.whatsapp.com/send?phone=573229443613
ruboretacoloreta,800,738,27-Jun-18,3128510278,,,Info 57 3128510278 Envíos nacionales  ventas al pormayor y detal  Centro de Medellín venaver local 260 Horario 800am 730pm,No link
blusasa15mil,105,254,22-Jun-18,,,,Entrega inmediata  Envíos a todo el país  Owner a classnotranslate hrefjarhysosajarhysosaa   PEDIDOS,goo.gl/Rom2nb
corponatural_cuidado_capilar,102,"1,210",28-Jun-18,,,,Productos Naturales para el cuidado Capilar y Corporal con precios bajos Domicilios en Medellín Envíos a todo Rápida respuesta por inbox,No link
tennisshop.medellin,108,"3,812",22-Jun-18,,,,Mercancía importada,No link
voxdei_kl,"3,025","6,533",29-Jun-18,3194624962,,, Medellín Envíos a toda Col Gracias a Dios NO SE HACEN DEVOLUCIONES DE DINERO Whatsapp 319 462 49 62 a class hrefexploretagsropacolombianaropacolombianaa,No link
dreams_travelagent,315,"4,409",22-Jun-18,3225315254,,,Asesoría y Venta de Paquetes Turísticos dreamstravelagent01gmailcomasesor1dreamsgmailcom RNT 53225  3152544337 LINK DIRECTO WHATSAPP,asesor1dreams.wixsite.com/dreamstravelagent
mylenya,31,257,28-Jun-18,,,,No biography,No link
litomilu,61,65,23-Jun-18,,,,a class hrefexploretagssublimaciónSublimaciónaa class hrefexploretagsestampadosEstampadosaa class hrefexploretagsmugMUGaa class hrefexploretagscuadroscuadrosaa class hrefexploretagscojinescojinesaa class hrefexploretagsdecoracióndecoracióna Cada nueva idea inicia un mejor recuerdo,www.facebook.com/litomilu
lipoblue_medellin_advance,"1,428","34,704",29-Jun-18,3114240020,,,lipoblue advance  Baja de peso saludable 100  natural MEDELLIN  Whats 311 424 00 20 NORA DUQUE ,api.whatsapp.com/send?phone=573114240020
urbanmarket_med,36,"1,111",21-Jun-18,,,3113773160,Tienda virtual Ropa y accesorios para hombre y mujer OrginalesTriple A Medellín Envíos nacionales Los mejores precios a class hrefexploretagsurbanmarketurbanmarketa,api.whatsapp.com/send?phone=3113773160
bsm.store,366,"361,148",28-Jun-18,3146948162,,,Whp 3146948162 envios solo en Colombia Medellin CC Premium Plaza L2127  Cartagena CC Caribe Plaza L251  Inscríbete a nuestro canal ,youtu.be/h3wAUacWmCg
mediasmedellin,34,46,21-Jun-18,,,,Medias al x mayor y al detal los mejores precios de la ciudad ,No link
esenciainmobiliaria,43,65,29-Jun-18,,,,Asesorías y soluciones integrales en gerencia de proyectos compra venta y arriendo de inmuebles y construcción en a class hrefexploretagsmedellinMedellina a class hrefexploretagsantioquiaAntioquiaa,esenciapropiedadraiz.com
lymfashionart,298,"7,724",22-Jun-18,3126696085,,3701822550,TIENDA VIRTUAL  Productos sublimados manualidades decoraciones en láser y más Whatsapp 3126696085  Medellín Colombia,www.facebook.com/pages/L-M-Decoraciones/185137018225509?ref=hl.
tecnoexpressmed,146,"3,303",21-Jun-18,3013858708,,,Importamos relojeria tecnologia o lo que necesites  Genuinos  Cel 3013858708 a class hrefexploretagsimportacionesmedellinimportacionesmedellina  a class hrefexploretagsventasmedellinventasmedellina  LINK WHATSAPP,bit.ly/2skNYp1
chelitashop,14,93,21-Jun-18,,,3117759068,Sex shop  Lencería  Perfumería  Ropa íntima   Regalos con Amor   Tus pedidos aquí ,api.whatsapp.com/send?phone=573117759068
fullpaintball.cali,16,50,27-Jun-18,,,,TIENDA DE ARTICULOS DEPORTIVOS RELACIONADOS CON PAINTBALL AIRSOFT Y AIRGUNS,fullpaintball.co
barbacabellobigote,55,303,23-Jun-18,,,,No biography,No link
barbacabelloybigote,89,"1,198",23-Jun-18,,,,Tónico 100 Orgánico a classnotranslate hrefbarbacabelloybigotebarbacabelloybigotea Especializado en estimular el folículo piloso Activando el crecimiento del vello facial en nuevas zonas,m.facebook.com/Cabello-barba-bigote-511678849041864
made_in_medellin_clothing,681,"2,723",24-Jun-18,3005458681,,,a class hrefexploretagsmadeinmedellinmadeinmedellina Bienvenidos para los que viajan para los que sueñan Gorras y camisetas lleva tu esenciawhassap entregas 3005458681,m.facebook.com/MADE-in-Medellin
empirik1,121,"13,878",29-Jun-18,3107188379,3176364446,,Estilo feminidad y precio  Blusas blusones vestidos y busos Envíos a todo el pais   3107188379  3176364446 Calle 49a  3818 WhatsApp,api.whatsapp.com/send?phone=573107188379
skullcotton,58,"1,412",29-Jun-18,3007453906,,,Clothing amp Accessories    Entrega inmediata   300 745 3906 MedellínColombia Este Link te llevará directamente a mi WhatsAppnbsp,api.whatsapp.com/send?phone=573007453906
calzado.ored,177,550,26-Jun-18,,,,Tu Moda amp Tu Diseño,creaciones.ored
styleurbanm,98,176,29-Jun-18,3126305652,3681623228,,Ventas al Mayor y al Detal Whatsapp3126305652584244368162 Llamadas 3228310488 ubicados en Medellín Tienda virtual  Entregas en todo el país ,No link
andresvn20,890,"1,522",28-Jun-18,3216333830,,,Calzado importado Ventas al por mayor y al detal Domicilios en Medellín Envíos a toda colombiawpp3216333830,api.whatsapp.com/send?phone=3216333830
barrakajoyeria,59,"2,415",28-Jun-18,3024363037,,,Joyas en oro laminado de 18K Envíos Nacionales  Garantía 1 año Mayor info 3024363037  Visita nuestra Pagina web a class hrefexploretagscompraseguracompraseguraa  a class hrefexploretagscompracolcompracola,Barrakaj.wix.com/joyas
mariacaprichomc,101,"14,080",28-Jun-18,,,3005877729,Tienda VirtualDiseñamos y fabricamos pijamas exclusivas  Ventas al por mayor y al detal  Envíos a toda Colombia  Whatsapp Directo,api.whatsapp.com/send?phone=573005877729
muycoquetacolombia,48,"2,986",20-Jun-18,3052388963,,,Tienda Online Medellín  WhatsApp 3052388963 Envíos a toda Colombia Muycoquetacolombiagmailcom,No link
vanegalo20,84,208,28-Jun-18,,,,No biography,No link
jrstore25,158,139,22-Jun-18,3012991282,,,3012991282,www.facebook.com/jrstore25
vapor_icezero,80,596,23-Jun-18,3166244255,,,contacto 3166244255 repuestos  eliquids y todo lo relacionado al mundo del vapeo eso si cero clon ,No link
reynaldocarreno,367,494,24-Jun-18,,,,Vapeando ando,No link
jakestoreonline,226,231,20-Jun-18,3104341684,,,a class hrefexploretagsaccesoriosAccesoriosa  somos fabricantes   Ropa nacional e importada  Tenis  Por mayor y al detal  Envios nacionales Medellín Colombia  3104341684 What,No link
manuelzaguita,849,"1,142",29-Jun-18,3226600120,,,a class hrefexploretags77a a class hrefexploretagsworkhardstayhumbleWorkHardStayHumblea  VENTA DE TENIS  BUSOSGORRAS 3226600120,No link
grupointegrapr,10,"2,537",20-Jun-18,,,,Asesoría integral   Arrendamientos  Promoción y venta de inmuebles  Acompañamiento  Remates,www.grupointegrapr.com
yoandmewomenfashion,265,"1,015",20-Jun-18,,,,Lingerie and Womens Fashion  Tienda virtual  Marca Original  Envíos a nivel nacional  yoandmewomenfashiongmailcom a classnotranslate hrefyoandmewomenfashionyoandmewomenfashiona,www.yoandmewomenfashion.com
tiendadefraganciascol,181,"2,529",28-Jun-18,3508749597,,,Tienda virtual Colombia  Perfumería Original al por mayor y al detal  Envíos a nivel nacional  Info WhatsApp  3508749597,No link
bigg_store8a,4,48,19-Jun-18,,,,No biography,No link
ob.digital360,350,489,25-Jun-18,,,,No biography,No link
lunanueva0111,13,242,19-Jun-18,,,3046013734,MEDELLINEntrega a Domicilio Síguenos en FacebookL U N A N U E V A También vendemos al por mayor,mobile.facebook.com/profile.php?id=304601373404286&amp;ref=content_filter
lukinastore,135,97,29-Jun-18,,,,Vestidos de baño ropa deportiva ropa interior accesorios y más Elegante y brillante Hacemos envíos en toda Colombia By a classnotranslate hreflinavillegas16linavillegas16a,No link
jyd.perfumeria,52,740,29-Jun-18,,,3183744344,Venta de perfumería exclusiva Precios inigualables 100 originales Envíos nacionales y contra entrega en Medellín Fotos propias,api.whatsapp.com/send?phone=573183744344
ventasmmedellin,2,452,19-Jun-18,,,,No biography,No link
vida_shop1,734,"10,191",29-Jun-18,,,3022247587,TIENDA VIRTUAL NITRO FIT LIPOBLUE ZX BOLSOS PERFUMES ROPA Y MAS BRONCEADORES NO LLAMADAS ENVIOS A TODO EL PAISSeguros INGRID ARANG,api.whatsapp.com/send?phone=573022247587
isyolatiendavirtual,111,192,28-Jun-18,3205899475,,,Tienda virtual donde encontrarás variedad de accesorios Domicilios en Medellín a class hrefexploretagswhatsappwhatsappa 3205899475,No link
encuadrarte,"2,179","3,362",29-Jun-18,3630147548,,,Taller creativo  Barra de café  Tienda de diseño  Tel 505 2736 Whapp 301 475 4863 Dir Cra 72a class hrefexploretagsc1C1a46 cerca de UPB,www.facebook.com/encuadrarte
dcventasmed,66,"3,264",19-Jun-18,,,3105092228,a classnotranslate hrefdcventasmeddcventasmeda DC ventas tienda de ropa  calzado y accesorios Domicilios Medellín 100seguro Envíos a todo el país Clic aquí para contacto,api.whatsapp.com/send?phone=573105092228
dulcemiajoyeria,139,597,27-Jun-18,,,3183112518,Oro laminado 18k Garantia de 1 año Compras y envios  seguros Lunsab 1000am700pm a class hrefexploretagsclientessatisfechosdulcemiajoyeriaclientessatisfechosdulcemiajoyeriaa  MedellínAntioquía ,api.whatsapp.com/send?phone=573183112518
electroipodventas,216,"1,501",28-Jun-18,,,,Servicio técnico especializado Venta de celulares nuevos y de segunda Garantizados CC El Diamante  local 1496  2302229,No link
sabanasaruna,192,"1,272",27-Jun-18,,,,Fábrica de sábanas para hotelería clínica y hogar Ubicados en eMedellín Calidad Diseños cómodos y seguros y responsabilidad es lo que te ofrecemos,m.facebook.com/sabanasaruna
audithorestore,973,315,29-Jun-18,3008531288,,,Medellín  Colombia    whatssap 3008531288  Escribenos al DM   Envios a todo el país a class hrefexploretagsventasalpormayorydetalventasalpormayorydetala a class hrefexploretagstenismedellíntenismedellína a class hrefexploretagsventatenisventatenisa,No link
upperstore01,177,"18,308",18-Jun-18,3137475183,3005104731,,Morrales Sprayground  Perfumería  Zapatos  Accesorios PRODUCTOS EXCLUSIVOS    Mejor precio GARANTIZADO  3137475183  3005104731,No link
latiendadelosantojos,304,943,29-Jun-18,3117477576,3207588663,,Cada semana contamos con hermosos relojes y gafas A UN PRECIO INCREÍBLE   Info Whatsapp 3117477576  3207588663 a class hrefexploretagsrelojesmedellinRelojesMedellina,No link
semplicita_colombia,41,342,18-Jun-18,,,3015788485,Semplicita  Ropa Cómoda y de Calidad    ENVÍOS TODA COLOMBIA  PAGO CONTRA ENTREGA MEDELLÍN  NO CAMBIOSDEVOLUCIONES  PEDIDOS ,api.whatsapp.com/send?phone=573015788485
laprovenzainmobiliaria,66,593,18-Jun-18,3187825762,3005279395,,Asesores inmobiliarios Medellín Colombia Real Estate Medellin 573187825762 573005279395 5744119524,www.laprovenzainmobiliaria.com
makeuplufer,418,624,23-Jun-18,3012442258,3015135332,,MedellínBquilla Soledad PAGO CONTRAENTREGA BANCOLOMBIA GIROS Envios Nacionales  a classnotranslate hrefdecoluferdecolufera Al por Mayor y detal 3012442258  3015135332,No link
estelauzapatos,201,496,18-Jun-18,3116984378,3146080396,,estelauzapatos te invitamos  a nuestro local calle47a class hrefexploretags77aa1677aa16a velodromo  ventas por whatsapp 3116984378 3146080396  página web disponible ,No link
laksmy_beauty,40,92,29-Jun-18,,,,Medellín Domicilios servicio de maquillaje y productos  Productos importados a muy bajo precio Consejitos de belleza y tips ,No link
distribucionesmedellinpk,149,"1,296",17-Jun-18,3128437307,,,Tienda Virtual  Envíos a todo el país Retiros en Parque Belén  Seguro y garantizado Whatsapp 3128437307,api.whatsapp.com/send?phone=573128437307
bohorquez_tiendavirtual,452,964,28-Jun-18,3147470554,,,Tenis  de las marcas más exclusivas    314 747 0554   Envíos a todo Colombia   WhatsApp Directo ,api.whatsapp.com/send?phone=573147470554
sexshopp_medellin,77,512,17-Jun-18,,,,Somos un Sex Shop encargado de dar Calidad EconomíaSeguridad y Discreción a nuestros clientesEnvíos Gratis en Medellín  Info por Direct,No link
latiendadeviguis,719,460,24-Jun-18,3213375247,,,TIENDA VIRTUAL No local manejamos todo bajo pedido envíos a todo Colombia   Dios es mi guía  Whats app 3213375247Pagos contra entrega,www.facebook.com/latiendadeviguis?ref=aymt_homepage_panel
inspirarte_detalles,21,151,17-Jun-18,3505797454,,,Nos inspira esa persona esa fecha ese momento especial   350 579 7454,No link
variartipereira,31,146,16-Jun-18,3105364028,,,TIENDA VIRTUAL MAYORISTAS Y MINORISTAS MASCOTAS MORRALES CANGUROS GORRAS MILITARES   COMPRA DESDE CASA  Wpp 3105364028  ENVIOS NACIONALES,No link
awarala_store,40,892,27-Jun-18,3015190349,,3004864333,Ventas al por mayor y al detal     Contáctanos  httpswwwfacebookcomawaralastore Pedidos 301 5190349,api.whatsapp.com/send?phone=573004864333
innamoratoaccesorios30,24,87,14-Jun-18,,,,Distribuimos accesorios con estilo,No link
prisolconsultores.tatianamora,3,26,12-Jun-18,,,3194263721,Te ofrecemos excelentes precios Ingresa a el link y pregunta el servicio que necesites,api.whatsapp.com/send?phone=573194263721
